name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl/kmpkg),engine(CC),max_power(bhp),seats
FordFigoTitaniumDiesel,2013,325000,158000,Diesel,Dealer,Manual,FirstOwner,24.4,1499,98.96,5
IsuzuMUX2WD,2019,2700000,10000,Diesel,Individual,Automatic,FirstOwner,13.8,2999,174.57,7
FordEcoSport1.5DieselTitaniumPlusBSIV,2018,950000,40000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
TataNexon1.5RevotorqXZAPlus,2019,1140000,10000,Diesel,Individual,Automatic,FirstOwner,21.5,1497,108.5,5
TataHexaXE,2017,980000,53000,Diesel,Individual,Manual,FirstOwner,17.6,2179,147.94,7
JeepCompass2.0LimitedOption4X4,2017,1920000,20000,Diesel,Individual,Manual,SecondOwner,16.3,1956,170,5
VolkswagenPolo1.0TSIHighlinePlus,2020,808000,5000,Petrol,Individual,Manual,FirstOwner,18.24,999,108.6,5
MarutiSwiftDzireVXI,2014,550000,30000,Petrol,Individual,Manual,FirstOwner,19.1,1197,85.8,5
MarutiAltoLXi,2010,215000,64000,Petrol,Individual,Manual,FirstOwner,19.7,796,46.3,5
FordFigo1.2PTitaniumOptMT,2016,512000,10500,Petrol,Individual,Manual,FirstOwner,18.16,1196,86.8,5
MarutiAltoLXi,2011,215000,50000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
SkodaRapid1.6TDIElegance,2012,500000,60000,Diesel,Individual,Manual,FirstOwner,20.5,1598,103.5,5
SkodaRapid1.5TDIEleganceBlackPackage,2015,700000,35000,Diesel,Individual,Manual,FirstOwner,21.14,1498,103.52,5
TataSafariDICOR2.2LX4x2,2012,525000,135000,Diesel,Individual,Manual,FirstOwner,13.93,2179,138.03,7
MahindraScorpioLXBSIV,2011,550000,70000,Diesel,Individual,Manual,SecondOwner,12.05,2179,120,9
MarutiVitaraBrezzaZDi,2016,750000,80000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
MarutiCelerioXVXIOptionBSIV,2017,395000,25000,Petrol,Individual,Manual,FirstOwner,21.63,998,67,5
Hyundaii202015-2017Sportz1.2,2017,675000,5000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
HyundaiSantroXingGLS,2008,140000,80000,Petrol,Individual,Manual,ThirdOwner,17.92,1086,62.1,5
MahindraScorpioVLX2WDBSIV,2011,430000,120000,Diesel,Individual,Manual,SecondOwner,12.05,2179,120,8
JaguarXE2016-20192.0LDieselPrestige,2017,2711000,9000,Diesel,Dealer,Automatic,FirstOwner,13.6,1999,177,5
LexusES300h,2019,5150000,20000,Petrol,Dealer,Automatic,FirstOwner,22.37,2487,214.56,5
JaguarXF2.0DieselPortfolio,2017,3200000,45000,Diesel,Dealer,Automatic,FirstOwner,19.33,1999,177,5
TataSafariStormeEX,2015,503000,110000,Diesel,Individual,Manual,FirstOwner,14.1,2179,147.94,7
VolvoXC40D4InscriptionBSIV,2019,3800000,20000,Diesel,Individual,Automatic,FirstOwner,18,1969,190,5
ToyotaCamry2.5Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,FirstOwner,19.16,2494,157.7,5
MarutiWagonRLXI,2013,225000,58343,Petrol,Dealer,Manual,FirstOwner,21.79,998,67.05,5
MarutiBalenoAlpha1.3,2018,740000,38817,Diesel,Dealer,Manual,FirstOwner,27.39,1248,74,5
HondaJazzVX,2016,550000,56494,Petrol,Dealer,Manual,FirstOwner,18.2,1199,88.7,5
ToyotaInnova2.5VX(Diesel)7Seater,2013,750000,79328,Diesel,Dealer,Manual,SecondOwner,12.99,2494,100.6,7
MarutiSwiftAMTVVTVXI,2019,650000,5621,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
ToyotaEtiosVX,2017,625000,25538,Petrol,Dealer,Manual,FirstOwner,16.78,1496,88.73,5
MarutiSwiftAMTZXI,2018,600000,69779,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
HyundaiGrandi101.2CRDiSportz,2017,450000,56290,Diesel,Dealer,Manual,FirstOwner,24,1186,73.97,5
BMWX4MSportXxDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
BMWX4MSportXxDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
HondaAmazeVCVTPetrolBSIV,2019,779000,7032,Petrol,Dealer,Automatic,FirstOwner,19,1199,88.76,5
SkodaRapid1.6MPIATElegance,2016,645000,11000,Petrol,Dealer,Automatic,FirstOwner,14.3,1598,103.5,5
VolvoV40D3R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,FirstOwner,16.8,1984,150,5
ToyotaEtiosV,2011,270000,167000,Petrol,Individual,Manual,FirstOwner,,,,
ToyotaEtiosV,2011,270000,167000,Petrol,Individual,Manual,FirstOwner,,,,
MarutiWagonRLXIBSIV,2014,300000,10000,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
ChevroletSailHatchbackDiesel,2013,355000,68000,Diesel,Individual,Manual,FirstOwner,22.1,1248,76.9,5
MarutiAlto800VXI,2015,180000,35000,Petrol,Individual,Manual,SecondOwner,22.74,796,47.3,5
TataIndigoeCSVXBSIV,2013,280000,70000,Diesel,Individual,Manual,FirstOwner,25,1396,69,5
TataManzaELANQuadrajetBSIII,2011,250000,70000,Diesel,Individual,Manual,FirstOwner,19,1248,90,5
TataIndicaGLSBSIV,2007,125000,50000,Petrol,Individual,Manual,FirstOwner,15.3,1193,65.3,5
MarutiSwiftVDIBSIV,2006,150000,80000,Diesel,Individual,Manual,FirstOwner,,,,
HyundaiSantroXingXL,2006,95000,60898,Petrol,Individual,Manual,FirstOwner,,,,
MarutiS-Cross2017-2020ZetaDDiS200SH,2018,810000,29700,Diesel,Individual,Manual,FirstOwner,25.1,1248,88.5,5
Hyundaii201.4MagnaAT,2018,671000,20000,Petrol,Individual,Automatic,FirstOwner,18.6,1368,98.63,5
MarutiAlto800VXI,2018,295000,20000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
MarutiErtigaSHVSZDIPlus,2017,850000,40000,Diesel,Individual,Manual,FirstOwner,24.52,1248,88.5,7
MarutiSwiftZDi,2013,409999,90000,Diesel,Individual,Manual,FirstOwner,22.9,1248,74,5
MarutiErtigaVXI,2015,600000,90000,Petrol,Individual,Manual,FirstOwner,16.02,1373,93.7,7
MahindraBolero2011-2019ZLX,2015,600000,80000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
MarutiWagonRLXIBSIII,2012,220000,60000,Petrol,Individual,Manual,ThirdOwner,18.9,998,67.1,5
MarutiSwiftDzireVDI,2013,550000,56000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
MahindraScorpioEX,2014,650000,50000,Diesel,Individual,Manual,FirstOwner,14,2523,75,8
MahindraScorpio2009-2014EX2WD9S,2014,655000,50000,Diesel,Individual,Manual,SecondOwner,14,2523,75,9
TataSumoGX7StrBSII,2006,130000,74000,Diesel,Individual,Manual,FirstOwner,13.7,1948,68,7
RenaultDuster110PSDieselRxL,2014,400000,123000,Diesel,Individual,Manual,FirstOwner,19.01,1461,108.45,5
MarutiSwift1.3LXI,2007,250000,60000,Petrol,Individual,Manual,ThirdOwner,,,,
MarutiAltoLXi,2009,155000,54000,Petrol,Individual,Manual,FirstOwner,19.7,796,46.3,5
TataIndigoCSeGLSBSIV,2013,250000,50000,Petrol,Individual,Manual,FirstOwner,15.64,1193,64.1,5
HyundaiGrandi10Sportz,2014,400000,80000,Petrol,Individual,Manual,SecondOwner,18.9,1197,82,5
DatsunGOAOptionPetrol,2019,500000,10000,Petrol,Individual,Manual,FirstOwner,19.02,1198,67.05,5
HyundaiSantroSportzAMTBSIV,2018,565000,10000,Petrol,Individual,Automatic,FirstOwner,20.3,1086,68,5
FordEcoSport1.5DieselTitaniumBSIV,2018,900000,40000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
MahindraBoleroPowerPlusSLE,2017,650000,120000,Diesel,Individual,Manual,FirstOwner,16.5,1493,70,7
MahindraBolero2011-2019ZLX,2013,600000,45000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
MarutiSwiftDzireVDI,2018,800000,35000,Diesel,Individual,Manual,FirstOwner,28.4,1248,74.02,5
Hyundaii20Sportz1.4CRDi,2015,575000,60000,Diesel,Individual,Manual,FirstOwner,22.54,1396,88.73,5
FordFigo1.5PTitaniumAT,2016,550000,40000,Petrol,Individual,Automatic,FirstOwner,17.01,1499,110.4,5
MarutiSX4VxiBSIV,2011,190000,80000,Petrol,Individual,Manual,ThirdOwner,15.5,1586,103.3,5
FordEcoSport1.5DieselTrendPlusBSIV,2017,750000,37000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
MarutiBalenoDelta1.2,2018,625000,22000,Petrol,Individual,Manual,FirstOwner,21.4,1197,83.1,5
Hyundaii201.4Asta,2018,799000,60000,Diesel,Individual,Manual,SecondOwner,22.54,1396,88.73,5
MarutiWagonRVXIBSIV,2013,300000,57000,Petrol,Individual,Manual,SecondOwner,20.51,998,67.04,5
MarutiCiaz1.4Alpha,2017,850000,27000,Petrol,Individual,Manual,FirstOwner,20.73,1373,91.1,5
ChevroletSpark1.0LT,2012,130000,70000,Petrol,Individual,Manual,FirstOwner,18,995,62,5
MarutiAltoK102010-2014VXI,2011,229999,40000,Petrol,Individual,Manual,SecondOwner,20.92,998,67.1,5
MarutiCelerioZXI,2015,400000,60000,Petrol,Individual,Manual,FirstOwner,23.1,998,67.04,5
MahindraTharCRDe,2018,900000,35000,Diesel,Individual,Manual,FirstOwner,16.55,2498,105,6
MahindraScorpio1.99S4,2015,800000,70000,Diesel,Individual,Manual,FirstOwner,15.4,1997,120,7
HyundaiEONEraPlus,2015,250999,43000,Petrol,Individual,Manual,SecondOwner,21.1,814,55.2,5
TataManzaAquaSafire,2011,250000,110000,Petrol,Individual,Manual,SecondOwner,15,1368,90,5
FiatPunto1.2Active,2009,100000,100000,Petrol,Individual,Manual,SecondOwner,15.7,1172,67,5
MarutiSwiftVXIOptional,2016,450000,64000,Petrol,Individual,Manual,FirstOwner,20.4,1197,81.8,5
RenaultDuster85PSDieselSTD,2017,575000,96000,Diesel,Individual,Manual,FirstOwner,19.87,1461,83.8,5
RenaultDuster85PSDieselRxLOptional,2013,400000,96000,Diesel,Individual,Manual,FirstOwner,20.46,1461,83.8,5
MarutiCelerioXZXIBSIV,2019,480000,7600,Petrol,Individual,Manual,FirstOwner,21.63,998,67,5
MarutiCelerioXZXIBSIV,2019,490000,7000,Petrol,Individual,Manual,FirstOwner,21.63,998,67,5
TataIndigoLX,2007,150000,120000,Diesel,Individual,Manual,SecondOwner,17,1405,70,5
TataBoltQuadrajetXM,2017,600000,50000,Diesel,Individual,Manual,FirstOwner,22.95,1248,74,5
HyundaiXcent1.1CRDiSXOption,2015,500000,50000,Diesel,Individual,Manual,SecondOwner,24.4,1120,71,5
TataZestQuadrajet1.3AnniversaryEdition,2015,425000,80000,Diesel,Individual,Manual,FirstOwner,23,1248,88.7,5
HyundaiAentDLS,2003,108000,200000,Diesel,Individual,Manual,SecondOwner,13.1,1493,82,5
ToyotaInnova2.5ZXDiesel7SeaterBSIII,2015,1030000,190000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,7
MarutiWagonRVXIOptional,2015,360000,34000,Petrol,Individual,Manual,FirstOwner,20.51,998,67.04,5
VolkswagenPoloPetrolComfortline1.2L,2012,290000,80000,Petrol,Individual,Manual,SecondOwner,16.47,1198,73.9,5
MarutiSwiftVDI,2011,400000,72000,Diesel,Individual,Manual,FirstOwner,22.9,1248,74,5
MarutiEsteemDI,2003,70000,20000,Diesel,Individual,Manual,FirstOwner,15.9,1527,57,5
TataSumoCX,2012,320000,70000,Diesel,Individual,Manual,SecondOwner,15.3,2956,83.8,7
FordEcoSport1.5DieselTitaniumBSIV,2019,975000,30000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
HondaCityi-VTECCVTZX,2019,1227000,5000,Petrol,Individual,Automatic,FirstOwner,18,1497,117.6,5
HyundaiVerna1.6SXCRDi(O),2014,755000,29340,Diesel,Individual,Manual,FirstOwner,22.32,1582,126.32,5
FordFigoDieselLXI,2011,215000,120000,Diesel,Individual,Manual,FirstOwner,20,1399,68,5
ToyotaInnova2.5G4Diesel7-seater,2011,735000,200000,Diesel,Individual,Manual,SecondOwner,12.8,2494,102,7
Hyundaii10Era,2007,190000,70000,Petrol,Individual,Manual,SecondOwner,19.81,1086,68.05,5
ToyotaInnova2.5VX(Diesel)8Seater,2014,1365000,80800,Diesel,Individual,Manual,SecondOwner,12.99,2494,100.6,8
HondaJazz1.2VXiVTEC,2018,675000,24265,Petrol,Dealer,Manual,FirstOwner,18.7,1199,88.7,5
MarutiSwiftDzireVDI,2014,438999,81000,Diesel,Dealer,Manual,FirstOwner,23.4,1248,74,5
RenaultLodgyStepway110PSRXZ7S,2015,550000,240000,Diesel,Individual,Manual,FirstOwner,19.98,1461,108.5,7
MarutiSwiftDzireVXI,2013,409999,35000,Petrol,Individual,Manual,FirstOwner,19.1,1197,85.8,5
RenaultKWIDRXTOptional,2019,350000,15000,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
ChevroletBeatDiesel,2012,135000,49000,Diesel,Individual,Manual,ThirdOwner,25.44,936,57.6,5
ToyotaInnovaCrysta2.4GXMT8SBSIV,2016,1490000,56900,Diesel,Individual,Manual,SecondOwner,13.68,2393,147.8,8
MarutiSwiftVDIBSIV,2014,520000,70000,Diesel,Individual,Manual,SecondOwner,25.2,1248,74,5
MarutiSwiftDzireVDi,2010,315000,180000,Diesel,Individual,Manual,FirstOwner,19.3,1248,73.9,5
MarutiA-StarLxi,2010,235000,50000,Petrol,Individual,Manual,FirstOwner,19,998,66.1,5
HyundaiAentGLE,2005,80500,50000,Petrol,Individual,Manual,ThirdOwner,13.2,1495,94,5
MarutiRitzVDi,2013,375000,88200,Diesel,Individual,Manual,FirstOwner,23.2,1248,73.94,5
MarutiSwiftVXiBSIV,2006,189000,93000,Petrol,Individual,Manual,SecondOwner,16.1,1197,85,5
HondaAmazeEOptioni-DTEC,2017,550000,120000,Diesel,Individual,Manual,FirstOwner,25.8,1498,98.6,5
FordFiestaEXi1.4TDCiLtd,2011,260000,110000,Diesel,Individual,Manual,SecondOwner,17.8,1399,68,5
MarutiSwiftDzireAMTZDI,2016,650000,50000,Diesel,Individual,Automatic,SecondOwner,26.59,1248,74,5
MarutiSwiftDzireVDI,2013,480000,80000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
Hyundaii20AstaOption1.4CRDi,2016,700000,40000,Diesel,Individual,Manual,FirstOwner,22.54,1396,88.73,5
MarutiErtigaVDI,2015,650000,110000,Diesel,Individual,Manual,ThirdOwner,20.77,1248,88.76,7
HyundaiCreta1.6CRDiSXPlusDualTone,2015,1300000,48000,Diesel,Individual,Manual,SecondOwner,19.67,1582,126.2,5
VolkswagenJetta2.0LTDIHighlineAT,2016,1350000,97000,Diesel,Individual,Automatic,FirstOwner,16.96,1968,138.03,5
VolkswagenVento1.5TDIHighlineAT,2016,1000000,60000,Diesel,Individual,Automatic,FirstOwner,22.15,1498,108.6,5
Mercedes-BenzM-ClassML3504Matic,2011,1700000,110000,Diesel,Individual,Automatic,ThirdOwner,0,2987,165,5
ToyotaYarisVCVTBSIV,2018,1080000,12800,Petrol,Individual,Automatic,FirstOwner,17.8,1496,105.5,5
HyundaiEONDLite,2012,170000,40000,Petrol,Individual,Manual,FirstOwner,21.1,814,55.2,5
MarutiSwiftDDiSVDI,2017,610000,49000,Diesel,Individual,Manual,FirstOwner,28.4,1248,74,5
MarutiRitzVXi,2014,350000,25000,Petrol,Individual,Manual,FirstOwner,18.5,1197,85.8,5
MarutiAlto800LXI,2016,260000,65000,Petrol,Individual,Manual,SecondOwner,22.74,796,47.3,5
FiatLinea1.3MultijetEmotion,2015,700000,20000,Diesel,Individual,Manual,FirstOwner,20.4,1248,91.7,5
VolkswagenPolo2015-20191.0MPIHighlinePlus,2018,678000,17000,Petrol,Individual,Manual,FirstOwner,18.78,999,75,5
MarutiSX4SCross2015-2017DDiS200Zeta,2015,800000,15000,Diesel,Individual,Manual,FirstOwner,23.65,1248,88.5,5
ToyotaEtiosGD,2014,400000,120000,Diesel,Individual,Manual,SecondOwner,23.59,1364,67.04,5
Hyundaii20Magna,2010,300000,49000,Petrol,Individual,Manual,FirstOwner,18.5,1197,80,5
Hyundaii202015-2017Magna1.2,2016,520000,29000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
NissanTerranoXVDPremiumAMT,2017,850000,55000,Diesel,Individual,Automatic,FirstOwner,19.61,1461,108.5,5
MarutiAltoK10VXI,2015,300000,40000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
HondaCity1.5SInspire,2010,350000,120000,Petrol,Individual,Manual,SecondOwner,17,1497,118,5
MarutiOmniLPGSTDBSIV,1999,70000,100000,LPG,Individual,Manual,Fourth&AboveOwner,,,,
MarutiVitaraBrezzaZDi,2019,892000,10000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
FiatGrandePuntoSport90,2012,285000,70000,Diesel,Individual,Manual,SecondOwner,20.3,1248,92,5
Hyundaii10MagnaLPG,2012,300000,60000,LPG,Individual,Manual,FirstOwner,19.2,1086,68.05,5
MarutiCiazVDISHVS,2016,620000,90000,Diesel,Individual,Manual,FirstOwner,28.09,1248,88.5,5
MarutiVitaraBrezzaZDi,2017,750000,90000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
MarutiAlto800LXI,2016,270000,35000,Petrol,Individual,Manual,FirstOwner,22.74,796,47.3,5
MarutiErtigaZDI,2014,560000,90000,Diesel,Individual,Manual,FirstOwner,20.77,1248,88.8,7
HyundaiSantroXingGLS,2012,300000,40000,Petrol,Individual,Manual,SecondOwner,17.92,1086,62.1,5
HyundaiSantroXingGLS,2012,300000,40000,Petrol,Individual,Manual,SecondOwner,17.92,1086,62.1,5
HyundaiGrandi101.2KappaSportzDualTone,2018,570000,20000,Petrol,Individual,Manual,FirstOwner,18.9,1197,81.86,5
TataIndigoCSeLXBSIV,2011,220000,80000,Diesel,Individual,Manual,FirstOwner,23.03,1396,69,5
MarutiSX4VxiBSIV,2012,260000,99000,Petrol,Individual,Manual,SecondOwner,15.5,1586,103.3,5
MarutiSwiftAMTVXI,2019,600000,7500,Petrol,Individual,Automatic,FirstOwner,21.21,1197,81.8,5
TataNanoXE,2015,80000,60000,Petrol,Individual,Manual,FirstOwner,23.9,624,37.48,4
HyundaiEONMagnaPlus,2016,300000,40800,Petrol,Individual,Manual,FirstOwner,21.1,814,55.2,5
TataZestRevotron1.2TXM,2015,300000,70000,Petrol,Individual,Manual,FirstOwner,17.57,1193,88.7,5
MahindraKUV100mFALCONG80K85str,2016,400000,100000,Petrol,Individual,Manual,FirstOwner,18.15,1198,82,5
MarutiSwiftVXIBSIV,2016,550000,8588,Petrol,Individual,Manual,FirstOwner,22,1197,81.8,5
HondaCityi-DTECV,2019,1200000,40000,Diesel,Individual,Manual,FirstOwner,25.6,1498,97.9,5
FordFigo1.5DTrendMT,2015,500000,60000,Diesel,Individual,Manual,FirstOwner,25.83,1498,99,5
MarutiEsteemVxi-BSIII,2005,93000,80000,Petrol,Individual,Manual,ThirdOwner,15.9,1298,85,5
HondaCityiDTECSV,2014,500000,110000,Diesel,Individual,Manual,FirstOwner,26,1498,98.6,5
ToyotaPlatinumEtios1.4GXD,2018,670000,150000,Diesel,Individual,Manual,FirstOwner,23.59,1364,67.05,5
ToyotaInnova2.5VX7STR,2012,750000,120000,Diesel,Individual,Manual,SecondOwner,12.8,2494,102,7
MarutiAltoK10VXI,2017,370000,30000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
Maruti800Std,2012,100000,70000,Petrol,Individual,Manual,SecondOwner,16.1,796,37,4
Hyundaii10Sportz1.1L,2016,425000,50000,Petrol,Individual,Manual,FirstOwner,19.81,1086,68.05,5
ToyotaInnova2.5VDiesel8-seater,2006,370000,305000,Diesel,Individual,Manual,Fourth&AboveOwner,12.8,2494,102,8
ToyotaEtiosGD,2012,400000,158500,Diesel,Individual,Manual,ThirdOwner,,,,
TataNewSafariDICOR2.2EX4x2,2009,229999,212000,Diesel,Individual,Manual,ThirdOwner,11.57,2179,138.1,7
MarutiErtigaSHVSVDI,2016,850000,35000,Diesel,Individual,Manual,FirstOwner,24.52,1248,88.5,7
MahindraVerito1.5D4BSIV,2018,750000,22000,Diesel,Individual,Manual,FirstOwner,21.03,1461,65,5
TataWingerDeluxe-FlatRoof(Non-AC),2010,235000,50000,Diesel,Individual,Manual,FirstOwner,10.71,1948,90,14
HondaWR-Vi-DTECS,2017,700000,70000,Diesel,Individual,Manual,FirstOwner,25.5,1498,98.6,5
HyundaiGrandi10CRDiMagna,2016,480000,56000,Diesel,Individual,Manual,FirstOwner,24,1120,70,5
TataZestQuadrajet1.375PSXM,2016,475000,50000,Diesel,Individual,Manual,FirstOwner,22.95,1248,74,5
SkodaRapid1.5TDIAmbition,2015,610000,120000,Diesel,Individual,Manual,FirstOwner,21.14,1498,103.52,5
ToyotaInnova2.5G4Diesel8-seater,2011,650000,120000,Diesel,Individual,Manual,SecondOwner,12.8,2494,102,8
HondaWR-Vi-DTECS,2017,800000,70000,Diesel,Individual,Manual,FirstOwner,25.5,1498,98.6,5
TataNewSafariDICOR2.2EX4x2,2015,520000,120000,Diesel,Individual,Manual,FirstOwner,11.57,2179,138.1,7
TataIndicaV2eLS,2014,160000,90000,Diesel,Individual,Manual,FirstOwner,25,1396,69,5
MarutiS-Cross2017-2020ZetaDDiS200SH,2018,1000000,70000,Diesel,Individual,Manual,FirstOwner,25.1,1248,88.5,5
MarutiErtigaVDI,2015,700000,120000,Diesel,Individual,Manual,SecondOwner,20.77,1248,88.76,7
HondaAmazeSi-DTEC,2017,590000,70000,Diesel,Individual,Manual,SecondOwner,25.8,1498,98.6,5
MarutiWagonRVXI,2002,140000,80000,Petrol,Individual,Manual,SecondOwner,18.9,998,67.1,5
MahindraTUV300mHAWK100T8,2017,725000,100000,Diesel,Individual,Manual,SecondOwner,18.49,1493,100,7
ToyotaInnovaCrysta2.4ZXMTBSIV,2017,1680000,157000,Diesel,Individual,Manual,FirstOwner,13.68,2393,147.8,7
MarutiSwiftDzireVDI,2015,550000,50000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
MarutiRitzVDi,2012,240000,90000,Diesel,Individual,Manual,SecondOwner,23.2,1248,73.94,5
ChevroletCaptiva2.2LT,2013,667000,65000,Diesel,Individual,Manual,FirstOwner,14.6,2231,184,7
HondaJazz1.5SiDTEC,2017,670000,50000,Diesel,Individual,Manual,FirstOwner,27.3,1498,98.6,5
MarutiSwiftDzireVDI,2015,550000,110000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
MarutiCelerioZXI,2015,400000,30000,Petrol,Individual,Manual,FirstOwner,23.1,998,67.04,5
HyundaiVerna1.6SX,2014,545000,80000,Diesel,Individual,Manual,SecondOwner,22.32,1582,126.32,5
MarutiErtigaLXI,2015,599000,70000,Petrol,Individual,Manual,FirstOwner,16.02,1373,93.7,7
HyundaiCreta1.4CRDiS,2016,725000,100000,Diesel,Individual,Manual,FirstOwner,21.38,1396,88.7,5
HondaCityiVTECV,2015,525000,120000,Petrol,Individual,Manual,SecondOwner,17.4,1497,117.3,5
MarutiRitzVDi,2011,204999,85000,Diesel,Individual,Manual,SecondOwner,21.1,1248,73.9,5
SkodaFabiaScout1.2TDI,2012,190000,110000,Diesel,Individual,Manual,FirstOwner,21,1199,75,5
HyundaiGrandi10CRDiSportz,2015,310000,60000,Diesel,Individual,Manual,Fourth&AboveOwner,24,1120,70,5
HyundaiGrandi10CRDiSportz,2016,380000,90000,Diesel,Individual,Manual,SecondOwner,24,1120,70,5
MarutiAltoK102010-2014VXI,2012,204000,110000,Petrol,Individual,Manual,ThirdOwner,20.92,998,67.1,5
HyundaiEON1.0EraPlus,2018,350000,25000,Petrol,Individual,Manual,FirstOwner,20.3,998,68.05,5
VolkswagenVentoDieselHighline,2013,350000,100000,Diesel,Individual,Manual,FirstOwner,20.54,1598,103.6,5
FordFigoDieselTitanium,2012,175000,120000,Diesel,Individual,Manual,SecondOwner,20,1399,68,5
VolkswagenVentoDieselHighline,2011,340000,90000,Diesel,Individual,Manual,FirstOwner,20.54,1598,103.6,5
HondaCityi-VTECVX,2017,950000,35000,Petrol,Individual,Manual,FirstOwner,17.4,1497,117.6,5
HondaCityiVTECV,2017,894999,35000,Petrol,Individual,Manual,FirstOwner,17.8,1497,117.3,5
TataSumoGoldEX,2014,350000,101200,Diesel,Individual,Manual,SecondOwner,15.3,2956,83.83,7
TataIndigoGLX,2005,100000,90000,Petrol,Individual,Manual,SecondOwner,12.8,1396,85,5
MarutiSwiftDzireVDI,2016,550000,76000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
TataIndigoLX,2004,100000,60000,Diesel,Individual,Manual,ThirdOwner,16.1,1405,70,5
MahindraXUV500W62WD,2016,800000,90000,Diesel,Individual,Manual,FirstOwner,16,2179,140,7
MahindraBolero2011-2019ZLXBSIII,2013,525000,80000,Diesel,Individual,Manual,SecondOwner,15.96,2523,62.1,7
TataNewSafariDICOR2.2EX4x2,2008,500000,179150,Diesel,Individual,Manual,SecondOwner,11.57,2179,138.1,7
Maruti800StdMPFi,2003,42000,62000,Petrol,Individual,Manual,FirstOwner,16.1,796,37,4
MarutiSwiftDzire1.2LxiBSIV,2009,190000,160000,Petrol,Individual,Manual,ThirdOwner,17.5,1197,85.8,5
MarutiSwiftDzireVDI,2019,694000,35000,Diesel,Individual,Manual,FirstOwner,28.4,1248,74.02,5
MahindraXUV500ATW62WD,2016,861999,120000,Diesel,Individual,Automatic,FirstOwner,16,2179,140,7
HondaAmazeSXi-DTEC,2017,650000,50000,Diesel,Individual,Manual,FirstOwner,25.8,1498,98.6,5
MarutiSwiftDzireZDi,2011,310000,70000,Diesel,Individual,Manual,SecondOwner,19.3,1248,73.9,5
MarutiSwiftVDI,2013,360000,97000,Diesel,Individual,Manual,FirstOwner,22.9,1248,74,5
MarutiSwiftDzireLDi,2011,240000,90000,Diesel,Individual,Manual,SecondOwner,19.3,1248,73.9,5
MahindraXUV500W8AWD,2012,500000,84487,Diesel,Individual,Manual,Fourth&AboveOwner,15.1,2179,140,7
ToyotaInnova2.5GX7STR,2010,475000,100000,Diesel,Individual,Manual,SecondOwner,12.8,2494,102,7
MarutiAltoLX,2007,100000,60000,Petrol,Individual,Manual,ThirdOwner,19.7,796,46.3,5
MarutiSX4ZxiBSIII,2009,200000,110000,Petrol,Individual,Manual,ThirdOwner,15,1586,104.68,5
ToyotaInnova2.5G2,2006,430000,264000,Diesel,Individual,Manual,FirstOwner,12.8,2494,102,8
MahindraXyloE4BSIV,2010,245000,146000,Diesel,Individual,Manual,Fourth&AboveOwner,14,2498,112,7
MarutiSwiftDzireVDI,2014,450000,70000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
MarutiVitaraBrezzaVDiOption,2017,800000,51146,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
MarutiRitzLXI,2011,215000,40000,Petrol,Individual,Manual,FirstOwner,21.1,1197,85.8,5
MarutiVitaraBrezzaVDiOption,2017,760000,50000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
VolkswagenPolo1.5TDIComfortline,2015,416000,80000,Diesel,Individual,Manual,FirstOwner,20.14,1498,88.8,5
MarutiWagonRLXIBSIII,2011,195000,120000,Petrol,Individual,Manual,FirstOwner,18.9,998,67.1,5
